Frame,Timestamp,HMD_x,HMD_y,HMD_z,HMD_rot_x,HMD_rot_y,HMD_rot_z,HandR_x,HandR_y,HandR_z,HandR_rot_x,HandR_rot_y,HandR_rot_z,HandL_x,HandL_y,HandL_z,HandL_rot_x,HandL_rot_y,HandL_rot_z,Velocity_HandR_x,Velocity_HandR_y,Velocity_HandR_z,Velocity_HandL_x,Velocity_HandL_y,Velocity_HandL_z,Distance,Zone,Status
1767,48.618,5.1609,2.0389,6.7474,34.1885,126.7073,8.6867,-0.2089,1.1851,-1.0749,67.4841,11.7302,173.6099,-0.4136,1.0384,-0.7522,312.6358,124.8042,251.9554,-0.3761,0.1102,-0.1844,0.2123,0.1744,-0.4339,0.2364,Adjacent,Stop
1768,48.6431,5.1608,2.0393,6.7453,33.2984,129.1522,8.956,-0.221,1.1863,-1.0773,59.704,0.6159,162.8049,-0.4107,1.0404,-0.7591,312.282,127.6013,250.227,-0.4801,0.046,-0.0946,0.1145,0.0783,-0.2744,0.2366,Adjacent,Stop
1769,48.6727,5.1594,2.0382,6.7437,32.8194,131.9799,9.4903,-0.2344,1.1866,-1.0775,59.5105,355.704,156.9986,-0.4093,1.0411,-0.7614,311.8297,128.1867,252.2292,-0.4548,0.0126,-0.0075,0.0477,0.0242,-0.0775,0.2379,Adjacent,Stop
1770,48.6983,5.1573,2.0361,6.7435,32.8696,135.0072,10.0925,-0.2453,1.1872,-1.0785,57.1201,352.1071,153.0202,-0.4077,1.042,-0.7646,311.1055,128.063,253.2728,-0.4252,0.0217,-0.038,0.0628,0.0338,-0.1248,0.24,Adjacent,Stop
1771,48.7282,5.1555,2.0347,6.7437,33.2948,138.2184,10.7112,-0.2601,1.1879,-1.0798,67.1119,348.606,149.6208,-0.4039,1.0415,-0.7653,309.779,133.8038,251.7668,-0.4944,0.0248,-0.0429,0.1274,-0.0159,-0.0238,0.2418,Adjacent,Stop
1772,48.7569,5.1539,2.0335,6.7446,33.3815,141.5902,11.5601,-0.281,1.1888,-1.0809,85.1364,325.9461,128.4554,-0.398,1.0416,-0.7649,309.0051,138.1325,251.0773,-0.7302,0.0297,-0.0394,0.2078,0.0025,0.0136,0.2435,Adjacent,Stop
1773,48.7839,5.1523,2.0327,6.7466,33.7374,144.8066,12.241,-0.3018,1.1866,-1.0798,75.8283,168.2252,333.46,-0.39,1.0432,-0.7666,308.4615,149.6486,245.4724,-0.7693,-0.0813,0.0402,0.2945,0.0619,-0.0639,0.2451,Adjacent,Stop
1774,48.8103,5.1504,2.0317,6.7494,33.7627,147.8912,12.8904,-0.3169,1.18,-1.0763,62.0902,164.218,330.7663,-0.3834,1.0447,-0.7687,308.0611,155.3739,242.9576,-0.571,-0.2469,0.1337,0.2496,0.0547,-0.0773,0.247,Adjacent,Stop
1775,48.8377,5.1493,2.0317,6.7529,34.0319,150.3694,13.2612,-0.3295,1.1688,-1.072,49.0291,162.7008,329.7371,-0.3762,1.0496,-0.7704,312.1121,152.2144,247.3288,-0.4618,-0.4107,0.1548,0.2611,0.1781,-0.063,0.248,Adjacent,Stop
1776,48.8653,5.1497,2.0322,6.7558,34.2883,152.3401,13.2632,-0.3425,1.1611,-1.0693,40.6338,162.2954,329.8528,-0.3697,1.0535,-0.7726,313.4148,153.2699,248.2989,-0.4719,-0.2803,0.0976,0.2378,0.1435,-0.0781,0.2477,Adjacent,Stop
1777,48.8941,5.1502,2.0324,6.759,34.1166,154.02,12.7712,-0.3512,1.1413,-1.0689,29.9445,163.2797,332.2289,-0.3652,1.0541,-0.7712,314.4253,158.4309,246.7546,-0.3004,-0.6856,0.0135,0.1557,0.0199,0.0477,0.2472,Adjacent,Stop
1778,48.9325,5.1513,2.0321,6.7608,33.8627,155.1413,12.5127,-0.3608,1.1119,-1.0724,23.9958,163.6366,335.1206,-0.3612,1.0518,-0.768,316.033,163.1439,245.4135,-0.2496,-0.7651,-0.0903,0.104,-0.0587,0.0838,0.246,Adjacent,Stop
1779,48.9598,5.1534,2.0313,6.7623,33.5852,156.169,12.2298,-0.3719,1.0912,-1.0778,18.414,165.0585,341.7296,-0.359,1.0486,-0.7628,314.8738,167.5046,242.4247,-0.4057,-0.7582,-0.1986,0.0797,-0.1176,0.1904,0.244,Adjacent,Stop
1780,48.9823,5.1576,2.0292,6.7639,33.5636,158.0736,11.9041,-0.3932,1.0709,-1.0912,9.6678,165.5082,349.3028,-0.3572,1.043,-0.753,314.3501,172.5335,240.6818,-0.9461,-0.9049,-0.5952,0.082,-0.2522,0.4366,0.2398,Adjacent,Stop
1781,49.0139,5.1595,2.0274,6.7628,33.9431,158.6114,11.6742,-0.401,1.0714,-1.1046,5.9041,165.5518,350.2266,-0.3568,1.0399,-0.7456,312.1265,171.4163,242.7578,-0.2482,0.016,-0.4245,0.0127,-0.0979,0.2335,0.2379,Adjacent,Stop
1782,49.0391,5.1607,2.0259,6.76,34.1725,159.1341,11.7393,-0.4064,1.0733,-1.1257,3.2805,166.1211,352.08,-0.3545,1.0371,-0.7365,313.9908,169.3475,245.1043,-0.2147,0.0768,-0.8344,0.0889,-0.1096,0.3578,0.2367,Adjacent,Stop
1783,49.0723,5.1631,2.0243,6.756,34.5661,159.5435,11.7414,-0.4052,1.0655,-1.1531,358.7314,169.2309,357.1373,-0.3523,1.0352,-0.7259,315.5597,163.9964,251.1766,0.0356,-0.2371,-0.8275,0.0688,-0.0588,0.3222,0.2343,Adjacent,Stop
1784,49.1085,5.1649,2.0222,6.7513,34.5929,159.7113,11.5071,-0.399,1.0544,-1.1797,352.5026,172.8833,2.4642,-0.3512,1.0349,-0.7174,315.9543,167.2966,248.3224,0.1713,-0.3066,-0.7338,0.0295,-0.0071,0.235,0.2324,Adjacent,Stop
1785,49.139,5.1663,2.0196,6.7472,34.9163,159.9561,11.6304,-0.3948,1.0459,-1.2053,347.6338,173.9201,3.3972,-0.3526,1.0358,-0.7115,315.7582,169.5571,246.0284,0.1392,-0.2782,-0.8391,-0.0466,0.0283,0.1926,0.231,Adjacent,Stop
1786,49.1679,5.1674,2.0169,6.7422,35.2871,160.2222,11.523,-0.3943,1.0379,-1.225,341.3152,174.9425,4.9866,-0.3532,1.0361,-0.706,315.8787,170.9926,245.2023,0.0175,-0.2751,-0.6812,-0.0219,0.0136,0.1899,0.2299,Adjacent,Stop
1787,49.1936,5.1689,2.0138,6.7365,35.2991,160.4967,11.524,-0.3934,1.0331,-1.2419,337.1409,174.321,4.9271,-0.3546,1.0378,-0.7016,317.0327,173.3114,244.8304,0.0345,-0.188,-0.6594,-0.0544,0.0641,0.1716,0.2284,Adjacent,Stop
1788,49.2226,5.1705,2.0103,6.7308,35.3847,160.6831,11.6251,-0.3948,1.0354,-1.2549,333.239,175.1545,5.5483,-0.3562,1.0375,-0.697,317.6718,170.9319,246.1616,-0.0474,0.0781,-0.4469,-0.0546,-0.0086,0.1562,0.2268,Adjacent,Stop
1789,49.253,5.1728,2.0069,6.7242,35.4328,160.8427,11.3298,-0.3951,1.0311,-1.2646,332.4686,177.0967,8.4397,-0.3583,1.0356,-0.692,318.9814,167.7253,248.1285,-0.0091,-0.142,-0.3203,-0.0694,-0.0631,0.1668,0.2245,Adjacent,Stop
1790,49.2801,5.1745,2.0022,6.7172,35.6485,161.1723,11.7162,-0.3897,1.0247,-1.266,333.8973,179.2699,14.5246,-0.3604,1.0341,-0.687,320.7248,165.9442,249.6135,0.1964,-0.2353,-0.0494,-0.0753,-0.0562,0.182,0.2228,Adjacent,Stop
1791,49.3077,5.1767,1.9976,6.7109,35.2182,160.983,12.494,-0.3768,1.0136,-1.2597,335.0681,175.6398,17.2864,-0.3623,1.0325,-0.6818,318.8424,161.2301,251.4061,0.469,-0.4002,0.2269,-0.0712,-0.0584,0.1902,0.2206,Adjacent,Stop
1792,49.3347,5.1777,1.9957,6.7077,35.5805,160.5531,12.4897,-0.3667,1.0031,-1.259,334.8923,173.0388,20.5454,-0.3641,1.0311,-0.6765,318.6124,159.1631,252.4497,0.3742,-0.3908,0.0248,-0.0632,-0.0533,0.1953,0.2196,Adjacent,Stop
1793,49.3617,5.1774,1.9936,6.705,36.2604,160.8966,12.4738,-0.3577,0.9989,-1.2533,330.0768,171.9466,18.7606,-0.3666,1.03,-0.6734,315.9032,160.0349,250.7412,0.3316,-0.156,0.2128,-0.0951,-0.0379,0.1148,0.2199,Adjacent,Stop
1794,49.3896,5.1782,1.993,6.7021,36.9989,160.9503,12.5653,-0.3501,1.0002,-1.2465,326.6859,170.4356,18.2693,-0.3687,1.0294,-0.6725,316.7882,162.9353,247.0723,0.2725,0.0485,0.2457,-0.0733,-0.0224,0.0327,0.2191,Adjacent,Stop
1795,49.4191,5.1792,1.9926,6.6997,37.3242,160.6155,12.0951,-0.3459,1.0005,-1.2432,325.0232,169.6369,18.3794,-0.3701,1.0289,-0.6716,316.9587,163.4285,246.1375,0.1435,0.0088,0.1099,-0.0496,-0.0165,0.0314,0.2181,Adjacent,Stop
1796,49.4471,5.1801,1.992,6.6974,37.3394,160.3784,11.7931,-0.3384,1.0066,-1.2381,325.2272,173.4774,14.0023,-0.3703,1.0278,-0.6715,322.0977,164.2138,246.8088,0.2663,0.2201,0.1823,-0.0062,-0.0414,0.004,0.2172,Adjacent,Stop
1797,49.4723,5.1827,1.9908,6.694,37.3104,160.0989,11.693,-0.3318,1.0106,-1.2347,325.7646,176.1075,11.7321,-0.3703,1.0273,-0.671,324.997,165.7482,247.4796,0.2656,0.1578,0.1367,-0.0016,-0.0194,0.0191,0.2146,Adjacent,Stop
1798,49.4995,5.186,1.988,6.6903,36.6421,159.4691,11.4359,-0.3261,1.0126,-1.2325,325.5032,177.6098,10.543,-0.3705,1.0267,-0.6702,326.75,166.483,247.7066,0.2065,0.075,0.0787,-0.0056,-0.0204,0.0282,0.2113,Adjacent,Stop
1799,49.528,5.1896,1.9854,6.6862,36.4007,159.3239,11.4974,-0.3203,1.0148,-1.2314,325.5809,177.7019,11.0887,-0.3715,1.0254,-0.6682,326.8618,169.3692,246.7347,0.2052,0.0757,0.0404,-0.0354,-0.047,0.0718,0.2077,Adjacent,Stop
1800,49.5575,5.1946,1.9806,6.6817,36.1811,159.34,11.8741,-0.3132,1.0158,-1.2302,327.8376,178.1411,13.0467,-0.3714,1.0249,-0.6674,326.821,169.1023,247.2494,0.2409,0.0351,0.0405,0.0048,-0.0171,0.0256,0.2027,Adjacent,Stop
1801,49.5863,5.2006,1.9749,6.6762,35.6424,159.1777,12.5876,-0.3043,1.0164,-1.2308,328.1396,178.9045,13.6923,-0.3717,1.0251,-0.6673,326.572,168.0458,248.2065,0.3076,0.0207,-0.0217,-0.0123,0.0074,0.0045,0.1967,Adjacent,Stop
1802,49.6136,5.2066,1.9685,6.6719,35.8252,159.1352,13.1657,-0.2905,1.0139,-1.2353,329.7182,179.7298,16.3032,-0.3719,1.0253,-0.6675,325.3467,166.4577,249.4056,0.5059,-0.0948,-0.1664,-0.0068,0.0082,-0.0069,0.1907,Adjacent,Stop
1803,49.6387,5.2135,1.9616,6.6663,35.8977,158.9701,13.4014,-0.2774,1.0089,-1.242,328.9831,178.9677,19.4258,-0.3722,1.0257,-0.6677,324.675,166.7081,249.0201,0.5213,-0.1955,-0.2646,-0.0102,0.0141,-0.0077,0.1839,Adjacent,Move
1804,49.6676,5.2214,1.9537,6.6586,34.2241,158.7707,13.1946,-0.2673,1.0057,-1.2463,328.5781,178.7068,21.6971,-0.3725,1.0261,-0.6679,324.4215,166.8318,248.9048,0.3507,-0.1126,-0.1503,-0.0114,0.0149,-0.0069,0.176,Adjacent,Move
1805,49.6958,5.2279,1.9429,6.6547,33.8107,158.7768,13.8914,-0.2513,0.9928,-1.2556,325.549,173.7314,26.0757,-0.3735,1.0267,-0.6681,324.574,166.0648,249.0158,0.5659,-0.4572,-0.3292,-0.035,0.0213,-0.0083,0.1694,Adjacent,Move
1806,49.7227,5.234,1.9335,6.6513,34.8603,159.0361,14.6529,-0.2423,0.9847,-1.2608,323.5071,168.457,27.7679,-0.3764,1.0284,-0.6674,324.4998,164.0499,249.8947,0.3356,-0.3006,-0.1912,-0.1083,0.0632,0.0251,0.1633,Adjacent,Move
1807,49.7637,5.2403,1.9245,6.6469,35.1119,159.2746,14.7595,-0.2298,0.9743,-1.2624,321.4225,164.3723,32.308,-0.3794,1.0291,-0.6673,325.1041,160.1532,251.4223,0.3036,-0.2522,-0.0393,-0.0742,0.0177,0.0036,0.157,Adjacent,Move
1808,49.7856,5.2465,1.9163,6.642,34.7306,158.4559,15.3267,-0.2185,0.9656,-1.2614,322.8811,163.9286,35.8023,-0.3825,1.0294,-0.6686,325.5037,157.2456,252.2288,0.5194,-0.4025,0.0451,-0.1427,0.0145,-0.0597,0.1508,Adjacent,Move
1809,49.8072,5.2513,1.9088,6.6381,34.6413,157.6039,15.0683,-0.2102,0.9596,-1.2616,323.1896,162.7711,38.4831,-0.3855,1.0297,-0.6697,325.8188,155.2437,252.856,0.3838,-0.2741,-0.0076,-0.1355,0.0127,-0.0529,0.146,Shelf,Stop
1810,49.83,5.2541,1.9013,6.6366,35.5907,157.9932,14.349,-0.2046,0.9581,-1.261,322.8813,164.1307,37.5506,-0.3886,1.0295,-0.6716,326.8583,155.3003,252.4062,0.247,-0.0692,0.0258,-0.1347,-0.0087,-0.0806,0.1432,Shelf,Stop
1811,49.8583,5.2566,1.8987,6.6349,36.5532,158.6945,14.1473,-0.2006,0.9553,-1.2618,324.3306,164.4925,37.9662,-0.3929,1.0283,-0.6726,327.441,152.7682,253.3349,0.1393,-0.0966,-0.0313,-0.1531,-0.0432,-0.0369,0.1407,Shelf,Stop
1812,49.8875,5.2582,1.8959,6.6337,36.994,159.0008,14.9853,-0.1972,0.9464,-1.2646,326.1255,167.4509,35.3891,-0.3979,1.0275,-0.6739,327.4485,152.9677,252.8752,0.118,-0.3046,-0.0939,-0.1711,-0.0289,-0.0449,0.1391,Shelf,Stop
1813,49.9183,5.259,1.8948,6.6331,37.1636,159.2269,15.4997,-0.1964,0.9351,-1.2672,327.2635,168.3036,30.8326,-0.4032,1.027,-0.6741,327.5233,151.2703,253.8169,0.0251,-0.3661,-0.0842,-0.1738,-0.0139,-0.0042,0.1383,Shelf,Stop
1814,49.9477,5.2588,1.8952,6.6324,36.9932,159.7764,16.0659,-0.1952,0.9187,-1.2693,327.8869,169.9509,28.3404,-0.4094,1.0279,-0.6738,328.7314,146.2716,256.5458,0.0398,-0.5617,-0.0723,-0.2088,0.0311,0.0096,0.1385,Shelf,Stop
1815,49.972,5.2565,1.8976,6.6337,37.3383,160.7855,16.6828,-0.1923,0.9049,-1.2714,328.4281,170.644,27.2427,-0.4149,1.0286,-0.6736,329.6075,143.1786,258.0388,0.1194,-0.5649,-0.0861,-0.228,0.0291,0.0061,0.1408,Shelf,Stop
1816,49.9978,5.2561,1.8975,6.6332,37.6036,162.1916,17.4837,-0.1945,0.8981,-1.2737,327.2392,166.9472,28.6036,-0.4197,1.0294,-0.6743,329.093,144.0766,256.1638,-0.0849,-0.2647,-0.0882,-0.1858,0.0293,-0.0251,0.1412,Shelf,Stop
1817,50.0268,5.2493,1.9066,6.6352,37.2287,163.4332,18.2588,-0.196,0.8946,-1.274,325.4007,162.9931,30.4367,-0.4241,1.0306,-0.6747,332.0433,146.3748,254.9514,-0.0512,-0.122,-0.0097,-0.1518,0.0398,-0.0131,0.148,Shelf,Move
1818,50.0567,5.2449,1.913,6.6375,36.9538,164.3991,18.4434,-0.1979,0.8937,-1.2734,326.9955,167.0522,27.5667,-0.4288,1.0312,-0.6748,331.9838,146.1046,254.1815,-0.0628,-0.0295,0.0176,-0.1554,0.0216,-0.0047,0.1524,Adjacent,Stop
1819,50.0845,5.2401,1.92,6.6405,36.5914,165.8268,18.5887,-0.1999,0.8942,-1.2724,327.367,166.6945,27.9565,-0.4315,1.0316,-0.6749,332.5259,146.1079,255.1984,-0.0721,0.0206,0.0377,-0.0979,0.0147,-0.0054,0.1572,Adjacent,Stop
1820,50.1181,5.2354,1.9279,6.6445,35.8143,166.9601,18.8689,-0.202,0.8948,-1.27,328.9697,164.4484,30.1497,-0.4338,1.0313,-0.6741,335.6299,147.7015,254.7502,-0.0625,0.0175,0.071,-0.0681,-0.0083,0.025,0.162,Adjacent,Move
1821,50.1404,5.23,1.9368,6.6496,35.1253,167.7917,18.9438,-0.2039,0.8945,-1.2677,329.7533,163.5083,30.8696,-0.4363,1.0311,-0.6734,337.9573,148.3622,254.5887,-0.0848,-0.0137,0.1025,-0.1137,-0.0087,0.0324,0.1674,Adjacent,Move
1822,50.166,5.224,1.9456,6.6556,34.4736,168.9066,19.0445,-0.2072,0.8945,-1.26,332.3076,159.9304,31.5791,-0.4367,1.0296,-0.6728,337.5004,148.7308,253.3132,-0.131,0.0,0.3012,-0.0138,-0.0616,0.0231,0.1733,Adjacent,Move
1823,50.1935,5.2181,1.9542,6.6623,33.7898,169.9447,18.7628,-0.2164,0.8954,-1.2436,333.9792,155.4597,31.5844,-0.4361,1.0278,-0.6718,333.6611,151.4207,250.958,-0.3332,0.0322,0.5984,0.0194,-0.0648,0.0357,0.1792,Adjacent,Move
1824,50.2215,5.2129,1.9648,6.6704,33.0033,170.806,18.4963,-0.2302,0.8998,-1.2142,338.505,154.2469,33.1149,-0.4348,1.026,-0.6713,330.0525,151.6883,250.2897,-0.4934,0.157,1.0493,0.0475,-0.0636,0.0196,0.1845,Adjacent,Move
1825,50.2537,5.2069,1.9744,6.6797,32.5738,171.4722,18.4841,-0.2618,0.9109,-1.1552,334.3411,155.1533,31.2299,-0.4315,1.0251,-0.6722,324.6183,151.9126,250.2239,-0.9783,0.3433,1.8287,0.1034,-0.0268,-0.0301,0.1905,Adjacent,Move
1826,50.2802,5.2014,1.9843,6.6896,31.8326,172.1422,17.9966,-0.2954,0.9413,-1.0985,331.3528,158.0305,30.0883,-0.425,1.0241,-0.6752,322.2111,154.8972,248.9051,-1.271,1.1492,2.1452,0.2427,-0.0378,-0.1137,0.1959,Adjacent,Move
1827,50.3067,5.1972,1.9957,6.6988,30.6635,172.346,17.1639,-0.3121,0.9537,-1.0693,328.8428,160.4006,28.8734,-0.4196,1.0233,-0.6779,320.3015,156.8965,247.7773,-0.6297,0.4679,1.1014,0.2051,-0.0327,-0.099,0.2001,Adjacent,Move
1828,50.333,5.193,2.0038,6.7106,29.5735,172.1058,16.5992,-0.3382,0.9715,-1.0273,331.1621,166.262,29.9174,-0.4094,1.0219,-0.6824,321.4676,160.6396,246.5941,-0.9954,0.6773,1.5975,0.3884,-0.0516,-0.1741,0.2043,Adjacent,Move
1829,50.3594,5.1886,2.0117,6.7217,28.7692,171.6346,15.424,-0.3615,0.9707,-1.0037,343.2631,177.2847,32.6532,-0.3956,1.021,-0.6898,323.6187,167.9398,242.7003,-0.8824,-0.0294,0.8918,0.524,-0.0362,-0.2791,0.2087,Adjacent,Move
1830,50.3886,5.1859,2.0211,6.7329,27.4357,171.0037,14.7771,-0.3904,0.9766,-0.9891,2.7214,188.2754,33.4706,-0.3846,1.0213,-0.6969,324.7153,172.4131,239.5675,-0.9878,0.2028,0.5021,0.376,0.0124,-0.2441,0.2114,Adjacent,Move
1831,50.421,5.1827,2.0281,6.7457,26.4198,169.5077,14.0534,-0.4181,0.9724,-0.9809,22.6602,199.9357,36.4769,-0.3765,1.022,-0.7013,328.3875,172.5376,239.9013,-0.8551,-0.1308,0.2519,0.2485,0.0218,-0.134,0.2147,Adjacent,Move
1832,50.4477,5.1793,2.0367,6.7566,24.916,167.8716,11.834,-0.4357,0.9729,-0.9699,31.8856,207.159,40.1194,-0.3709,1.0224,-0.7044,330.1119,173.8375,239.3713,-0.6617,0.0183,0.4125,0.2126,0.0128,-0.116,0.218,Adjacent,Move
1833,50.4731,5.1762,2.0444,6.7675,22.8336,166.0929,10.8722,-0.4605,0.959,-0.9681,35.1172,216.4519,55.4602,-0.3688,1.0216,-0.7044,329.5904,174.4103,238.1931,-0.977,-0.5484,0.0694,0.0826,-0.0317,0.0005,0.2211,Adjacent,Move
1834,50.5008,5.1737,2.0507,6.7783,21.5047,164.0686,9.8512,-0.477,0.9614,-0.964,34.2293,219.8712,67.8464,-0.3668,1.0207,-0.7039,328.6143,171.8484,238.6068,-0.5926,0.087,0.1501,0.0719,-0.0296,0.0151,0.2236,Adjacent,Move
1835,50.5277,5.1715,2.0555,6.7898,20.251,161.9625,9.6394,-0.4916,0.968,-0.9654,32.172,218.775,77.3935,-0.3664,1.021,-0.705,326.8393,172.4424,238.7807,-0.5423,0.2453,-0.0545,0.0133,0.0093,-0.0397,0.2258,Adjacent,Move
1836,50.5562,5.1708,2.0591,6.8013,19.5796,159.6533,9.4921,-0.4923,0.9717,-0.9649,29.2484,214.4612,78.4349,-0.3614,1.0216,-0.7069,324.5925,172.3472,236.5747,-0.025,0.1315,0.018,0.1767,0.0218,-0.0681,0.2266,Adjacent,Move
1837,50.5875,5.1707,2.0626,6.8122,18.9405,157.2294,9.0491,0.0,0.0,0.0,0.0,90.0,0.0,-0.3542,1.0261,-0.7087,323.5261,174.0645,235.3188,15.7347,-31.0598,30.8422,0.2294,0.1424,-0.0559,0.2267,Adjacent,Move
1838,50.6132,5.171,2.0659,6.8233,18.1812,154.2228,8.8474,0.0,0.0,0.0,0.0,90.0,0.0,-0.3482,1.0294,-0.7103,322.9446,175.1824,234.351,0.0,0.0,0.0,0.2312,0.1289,-0.0621,0.2263,Adjacent,Move
1839,50.643,5.1708,2.0676,6.8349,17.6902,151.0058,8.7981,0.0,0.0,0.0,0.0,90.0,0.0,-0.3391,1.0324,-0.7058,322.7346,167.8188,238.4305,0.0,0.0,0.0,0.3077,0.1021,0.152,0.2265,Adjacent,Move
1840,50.667,5.169,2.07,6.8465,17.4971,148.6625,8.6322,0.0,0.0,0.0,0.0,90.0,0.0,-0.3316,1.0363,-0.6969,323.9632,164.1461,238.4474,0.0,0.0,0.0,0.3108,0.1616,0.37,0.2284,Adjacent,Move
1841,50.6942,5.1668,2.0733,6.8549,16.8561,147.5269,7.3364,-0.4396,1.0776,-0.9617,17.4698,215.4159,71.8599,-0.3267,1.038,-0.6875,320.3037,163.8804,237.8827,-16.2025,39.7179,-35.4456,0.18,0.0627,0.3474,0.2305,Adjacent,Stop
1842,50.7233,5.1656,2.0772,6.8627,15.5733,146.5208,6.8999,-0.458,0.9921,-0.9535,18.3247,212.8721,81.0644,-0.3253,1.0385,-0.6829,317.1753,166.1572,236.7773,-0.6298,-2.9308,0.2816,0.0493,0.0166,0.1571,0.2317,Adjacent,Stop
1843,50.7563,5.1643,2.0805,6.87,14.2287,145.882,7.345,0.0,0.0,0.0,0.0,90.0,0.0,-0.3271,1.0381,-0.6828,318.4326,168.2517,235.5704,13.8847,-30.0764,28.9066,-0.0545,-0.0131,0.0027,0.233,Adjacent,Stop
1844,50.7768,5.1618,2.0824,6.8764,13.2283,145.8306,7.4475,0.0,0.0,-0.055,0.0,0.0,0.0,0.0,0.0,-0.055,0.0,0.0,0.0,0.0,0.0,-2.6907,16.0022,-50.7842,30.7129,0.2355,Adjacent,Stop
1845,50.8032,5.1591,2.0848,6.8818,12.6588,146.8244,7.0858,0.0,0.0,-0.055,0.0,0.0,0.0,0.0,0.0,-0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2383,Adjacent,Stop
1846,50.8324,5.1569,2.0864,6.8863,12.0617,147.5919,7.3906,-0.4172,1.1096,-0.9845,25.7445,227.8515,64.0073,-0.3453,1.0356,-0.6778,325.8903,162.1942,241.9143,-14.287,37.9933,-31.8294,-11.8221,35.4621,-21.3267,0.2405,Adjacent,Stop
1847,50.8597,5.1541,2.0882,6.8902,11.6239,148.3262,7.2117,-0.4172,1.1096,-0.9845,25.7445,227.8515,64.0073,-0.3453,1.0356,-0.6778,325.8903,162.1942,241.9143,0.0,0.0,0.0,0.0,0.0,0.0,0.2433,Adjacent,Stop
1848,50.8891,5.1512,2.0895,6.8932,11.346,149.6233,6.8161,-0.4028,1.0992,-0.99,24.0511,229.4476,63.8912,-0.3468,1.0367,-0.6762,326.0304,161.3473,242.3814,0.4916,-0.3522,-0.1846,-0.0536,0.0352,0.0555,0.2463,Adjacent,Stop
1849,50.9194,5.148,2.09,6.8962,11.135,150.9042,6.5423,-0.3908,1.098,-0.9941,26.2791,228.4651,61.1201,-0.3487,1.0388,-0.6749,325.8651,160.694,242.7386,0.3978,-0.0401,-0.1352,-0.0618,0.069,0.0434,0.2495,Adjacent,Stop
1850,50.9477,5.1452,2.0908,6.8985,11.2124,152.2531,6.342,-0.3827,1.0969,-0.9968,27.466,227.8901,59.5358,-0.3506,1.0409,-0.6736,325.7356,160.0871,243.0718,0.2834,-0.0395,-0.0969,-0.0662,0.0738,0.0467,0.2523,Adjacent,Stop
1851,50.9725,5.1421,2.0911,6.9003,11.2845,153.6555,6.1532,-0.3738,1.104,-0.9987,31.1206,228.7182,58.7253,-0.3524,1.0432,-0.6725,325.4954,159.6667,243.304,0.3596,0.2867,-0.0775,-0.073,0.0939,0.0422,0.2555,Adjacent,Stop
1852,51.0002,5.1387,2.0908,6.9021,11.4104,155.3142,5.9148,-0.3647,1.1257,-0.9973,46.807,232.9392,58.1033,0.0,0.0,-0.055,0.0,0.0,0.0,0.3288,0.7838,0.0529,12.6962,-37.5857,22.2491,0.2589,Adjacent,Stop
1853,51.0269,5.1361,2.0905,6.9033,11.8974,157.0412,5.4065,-0.37,1.151,-0.9976,51.5752,235.5195,59.5082,0.0,0.0,-0.055,0.0,0.0,0.0,-0.199,0.9467,-0.0129,0.0,0.0,0.0,0.2614,Adjacent,Stop
1854,51.0549,5.1335,2.09,6.9042,12.189,158.5158,5.1356,-0.3724,1.1722,-0.9984,58.4429,239.6403,61.7366,0.0,0.0,-0.055,0.0,0.0,0.0,-0.0864,0.7578,-0.0292,0.0,0.0,0.0,0.264,Adjacent,Stop
1855,51.0872,5.1313,2.0899,6.9052,12.5135,159.7361,5.3161,-0.3727,1.1847,-0.9991,64.0873,244.22,64.7617,0.0,0.0,-0.055,0.0,0.0,0.0,-0.0074,0.3857,-0.021,0.0,0.0,0.0,0.2662,Adjacent,Stop
1856,51.1131,5.1295,2.0887,6.9065,13.097,160.9865,5.3107,-0.3737,1.2128,-0.9972,73.2418,299.4767,116.3337,0.0,0.0,-0.055,0.0,0.0,0.0,-0.0385,1.0871,0.0738,0.0,0.0,0.0,0.268,Adjacent,Stop
1857,51.1426,5.1272,2.0879,6.9075,13.4672,161.931,5.0215,-0.3734,1.2329,-0.9965,71.2937,324.2745,139.7838,0.0,0.0,-0.055,0.0,0.0,0.0,0.0087,0.6783,0.0218,0.0,0.0,0.0,0.2702,Adjacent,Stop
1858,51.1668,5.1251,2.0882,6.9097,13.5748,163.1822,5.1991,-0.3894,1.2632,-0.9985,56.028,6.4946,180.9726,0.0,0.0,-0.055,0.0,0.0,0.0,-0.6593,1.2529,-0.0816,0.0,0.0,0.0,0.2724,Adjacent,Stop
1859,51.1941,5.1226,2.0881,6.912,13.7444,164.6006,5.0845,-0.4007,1.2926,-0.995,42.0152,22.6579,197.3276,0.0,0.0,-0.055,0.0,0.0,0.0,-0.4143,1.0771,0.1286,0.0,0.0,0.0,0.2748,Adjacent,Stop
1860,51.2215,5.1203,2.0881,6.9143,13.803,165.7374,5.1557,-0.4165,1.3178,-0.9981,35.2542,28.4052,203.2318,0.0,0.0,-0.055,0.0,0.0,0.0,-0.5788,0.9235,-0.1121,0.0,0.0,0.0,0.2771,Adjacent,Stop
