Frame,Timestamp,Product/AOI,Section/Shelf,EyeLeftPosition_x,EyeLeftPosition_y,EyeLeftPosition_z,EyeLeftRotation_x,EyeLeftRotation_y,EyeLeftRotation_z,EyeRightPosition_x,EyeRightPosition_y,EyeRightPosition_z,EyeRightRotation_x,EyeRightRotation_y,EyeRightRotation_z,HMD_x,HMD_y,HMD_z,RCHit_x,RCHit_y,RCHit_z,fixation,fixation_start,fixation_end,fixation_duration,Zone
127,3.0, Top, ShelfToys,5.0767,1.7208,10.2125,0.0896,0.9944,-0.0172,4.9418,1.7451,10.1976,0.0896,0.9944,-0.0172,5.0459,1.7264,10.2091,5.3973,1.5758,6.79,0,0,0,0.0,Far
128,3.02, Top, ShelfToys,5.0801,1.7218,10.2153,0.0937,0.9937,-0.0119,4.9457,1.7473,10.1982,0.0937,0.9937,-0.0119,5.0494,1.7276,10.2114,5.3973,1.625,7.3111,0,0,0,0.0,Far
128,3.04, Top, ShelfToys,5.0801,1.7218,10.2153,0.0937,0.9937,-0.0119,4.9457,1.7473,10.1982,0.0937,0.9937,-0.0119,5.0494,1.7276,10.2114,5.3973,1.625,7.3111,0,0,0,0.0,Far
129,3.06, Top, ShelfToys,5.0832,1.723,10.218,0.0987,0.9929,-0.0029,4.9492,1.75,10.1995,0.0987,0.9929,-0.0029,5.0526,1.7292,10.2138,5.3973,1.68,7.6366,0,0,0,0.0,Far
130,3.08, Top, ShelfToys,5.0853,1.7259,10.2205,0.1017,0.9922,0.0095,4.9517,1.7539,10.201,0.1017,0.9922,0.0095,5.0549,1.7323,10.2161,5.3973,1.742,7.879,0,0,0,0.0,Far
131,3.1, Top, ShelfToys,5.0864,1.7278,10.2222,0.1013,0.9918,0.0214,4.9529,1.756,10.2023,0.1013,0.9918,0.0214,5.0559,1.7342,10.2176,5.3973,1.7951,8.0142,0,0,0,0.0,Far
131,3.12, Top, ShelfToys,5.0864,1.7278,10.2222,0.1013,0.9918,0.0214,4.9529,1.756,10.2023,0.1013,0.9918,0.0214,5.0559,1.7342,10.2176,5.3973,1.7951,8.0142,0,0,0,0.0,Far
132,3.14, Top, ShelfToys,5.0879,1.7287,10.2242,0.1011,0.9914,0.0294,4.9545,1.7569,10.2038,0.1011,0.9914,0.0294,5.0575,1.7351,10.2195,5.3973,1.826,8.12,0,0,0,0.0,Far
133,3.16, Top, ShelfToys,5.0877,1.7293,10.2251,0.0985,0.9914,0.0332,4.9543,1.757,10.2043,0.0985,0.9914,0.0332,5.0573,1.7356,10.2204,5.3973,1.8396,8.1772,0,0,0,0.0,Far
133,3.18, Top, ShelfToys,5.0877,1.7293,10.2251,0.0985,0.9914,0.0332,4.9543,1.757,10.2043,0.0985,0.9914,0.0332,5.0573,1.7356,10.2204,5.3973,1.8396,8.1772,0,0,0,0.0,Far
134,3.2, Top, ShelfToys,5.0872,1.7301,10.2259,0.0967,0.9916,0.0348,4.9536,1.7572,10.2054,0.0967,0.9916,0.0348,5.0568,1.7363,10.2212,5.3973,1.8495,8.1505,0,0,0,0.0,Far
135,3.22, Top, ShelfToys,5.0864,1.7299,10.226,0.0943,0.992,0.033,4.9526,1.7564,10.2058,0.0943,0.992,0.033,5.0559,1.7359,10.2214,5.3973,1.8455,8.1015,0,0,0,0.0,Far
136,3.24, Top, ShelfToys,5.0849,1.7296,10.2257,0.09,0.9926,0.0302,4.9508,1.7549,10.2057,0.09,0.9926,0.0302,5.0543,1.7354,10.2211,5.3973,1.8371,8.0502,0,0,0,0.0,Far
136,3.26, Top, ShelfToys,5.0849,1.7296,10.2257,0.09,0.9926,0.0302,4.9508,1.7549,10.2057,0.09,0.9926,0.0302,5.0543,1.7354,10.2211,5.3973,1.8371,8.0502,0,0,0,0.0,Far
137,3.28, Top, ShelfToys,5.0821,1.7293,10.2249,0.0833,0.9937,0.0234,4.9475,1.7526,10.2058,0.0833,0.9937,0.0234,5.0514,1.7346,10.2205,5.3973,1.8165,7.8828,0,0,0,0.0,Far
138,3.3, Top, ShelfToys,5.0784,1.7283,10.2237,0.0773,0.9946,0.0153,4.9434,1.7498,10.2055,0.0773,0.9946,0.0153,5.0476,1.7332,10.2195,5.3973,1.7844,7.6829,0,0,0,0.0,Far
138,3.32, Top, ShelfToys,5.0784,1.7283,10.2237,0.0773,0.9946,0.0153,4.9434,1.7498,10.2055,0.0773,0.9946,0.0153,5.0476,1.7332,10.2195,5.3973,1.7844,7.6829,0,0,0,0.0,Far
139,3.34, Top, ShelfToys,5.0736,1.7262,10.222,0.0719,0.9955,0.0016,4.9382,1.746,10.2052,0.0719,0.9955,0.0016,5.0427,1.7307,10.2182,5.3973,1.7142,7.3285,0,0,0,0.0,Far
140,3.36, Top, ShelfToys,5.0681,1.7238,10.2195,0.068,0.9962,-0.0165,4.9322,1.7423,10.2051,0.068,0.9962,-0.0165,5.0371,1.728,10.2162,5.3973,1.5846,6.6474,0,0,0,0.0,Far
341,8.94, Top, ShelfToys,5.243,1.7146,9.851,0.0487,0.9636,-0.0742,5.1233,1.7224,9.783,0.0487,0.9636,-0.0742,5.2157,1.7164,9.8355,6.0711,1.4169,8.2957,0,0,0,0.0,Far
342,8.96, Top, ShelfToys,5.2386,1.7173,9.8543,0.0444,0.9671,-0.068,5.1172,1.7246,9.7892,0.0444,0.9671,-0.068,5.2109,1.7189,9.8394,6.0228,1.449,8.2957,0,0,0,0.0,Far
343,8.98, Top, ShelfToys,5.2329,1.7193,9.8596,0.0427,0.9707,-0.0626,5.1099,1.7268,9.7978,0.0427,0.9707,-0.0626,5.2049,1.721,9.8455,5.9683,1.4749,8.2957,0,0,0,0.0,Far
343,9.0, Top, ShelfToys,5.2329,1.7193,9.8596,0.0427,0.9707,-0.0626,5.1099,1.7268,9.7978,0.0427,0.9707,-0.0626,5.2049,1.721,9.8455,5.9683,1.4749,8.2957,0,0,0,0.0,Far
344,9.02, Top, ShelfToys,5.227,1.7209,9.8665,0.0426,0.9735,-0.0588,5.1026,1.7289,9.8076,0.0426,0.9735,-0.0588,5.1986,1.7227,9.853,5.9209,1.4925,8.2957,0,0,0,0.0,Far
345,9.04, Top, ShelfToys,5.2203,1.7223,9.8753,0.0431,0.9757,-0.0551,5.0948,1.7307,9.8188,0.0431,0.9757,-0.0551,5.1917,1.7242,9.8625,5.8828,1.5076,8.2957,0,0,0,0.0,Far
345,9.06, Top, ShelfToys,5.2203,1.7223,9.8753,0.0431,0.9757,-0.0551,5.0948,1.7307,9.8188,0.0431,0.9757,-0.0551,5.1917,1.7242,9.8625,5.8828,1.5076,8.2957,0,0,0,0.0,Far
346,9.08, Top, ShelfToys,5.213,1.7233,9.8859,0.0442,0.9779,-0.0499,5.0865,1.7325,9.8318,0.0442,0.9779,-0.0499,5.1842,1.7254,9.8735,5.8437,1.5272,8.2957,0,0,0,0.0,Far
347,9.1, Top, ShelfToys,5.2047,1.7234,9.8981,0.0447,0.98,-0.0436,5.0773,1.7332,9.8464,0.0447,0.98,-0.0436,5.1757,1.7256,9.8863,5.8069,1.5496,8.2957,0,0,0,0.0,Far
348,9.12, Top, ShelfToys,5.1963,1.7234,9.912,0.0409,0.9825,-0.0392,5.0675,1.7326,9.8634,0.0409,0.9825,-0.0392,5.1669,1.7255,9.9009,5.7611,1.5682,8.2957,0,0,0,0.0,Far
348,9.14, Top, ShelfToys,5.1963,1.7234,9.912,0.0409,0.9825,-0.0392,5.0675,1.7326,9.8634,0.0409,0.9825,-0.0392,5.1669,1.7255,9.9009,5.7611,1.5682,8.2957,0,0,0,0.0,Far
349,9.16, Top, ShelfToys,5.188,1.7235,9.9268,0.0363,0.9851,-0.0355,5.058,1.7318,9.8818,0.0363,0.9851,-0.0355,5.1584,1.7254,9.9166,5.7102,1.5849,8.2957,0,0,0,0.0,Far
350,9.18, Top, ShelfToys,5.1808,1.7243,9.9423,0.0349,0.9874,-0.0331,5.0495,1.7324,9.9009,0.0349,0.9874,-0.0331,5.1508,1.7262,9.9329,5.6597,1.5957,8.2957,0,0,0,0.0,Far
350,9.2, Top, ShelfToys,5.1808,1.7243,9.9423,0.0349,0.9874,-0.0331,5.0495,1.7324,9.9009,0.0349,0.9874,-0.0331,5.1508,1.7262,9.9329,5.6597,1.5957,8.2957,0,0,0,0.0,Far
351,9.22, Top, ShelfToys,5.1745,1.7266,9.9576,0.0345,0.9895,-0.0312,5.0421,1.7349,9.92,0.0345,0.9895,-0.0312,5.1443,1.7285,9.949,5.607,1.6059,8.2957,0,0,0,0.0,Far
352,9.24, Top, ShelfToys,5.1693,1.729,9.9729,0.0366,0.9915,-0.0292,5.0359,1.738,9.9394,0.0366,0.9915,-0.0292,5.1389,1.7311,9.9653,5.5503,1.616,8.2957,0,0,0,0.0,Far
353,9.26, Top, ShelfToys,5.1649,1.7301,9.9886,0.0376,0.9931,-0.0257,5.0306,1.7396,9.9588,0.0376,0.9931,-0.0257,5.1342,1.7323,9.9818,5.5008,1.6299,8.2957,0,0,0,0.0,Far
353,9.28, Top, ShelfToys,5.1649,1.7301,9.9886,0.0376,0.9931,-0.0257,5.0306,1.7396,9.9588,0.0376,0.9931,-0.0257,5.1342,1.7323,9.9818,5.5008,1.6299,8.2957,0,0,0,0.0,Far
354,9.3, Top, ShelfToys,5.1614,1.73,10.0039,0.0403,0.9945,-0.0233,5.0264,1.7405,9.9779,0.0403,0.9945,-0.0233,5.1306,1.7324,9.998,5.4516,1.639,8.2957,0,0,0,0.0,Far
355,9.32, Top, ShelfToys,5.158,1.7292,10.0194,0.0438,0.9955,-0.0205,5.0225,1.7408,9.9968,0.0438,0.9955,-0.0205,5.1271,1.7318,10.0142,5.4061,1.6482,8.2957,0,0,0,0.0,Far
355,9.34, Top, ShelfToys,5.158,1.7292,10.0194,0.0438,0.9955,-0.0205,5.0225,1.7408,9.9968,0.0438,0.9955,-0.0205,5.1271,1.7318,10.0142,5.4061,1.6482,8.2957,0,0,0,0.0,Far
356,9.36, Top, ShelfToys,5.1552,1.7284,10.0339,0.0468,0.9965,-0.0186,5.0192,1.7409,10.0152,0.0468,0.9965,-0.0186,5.1242,1.7313,10.0297,5.3973,1.6418,7.9873,0,0,0,0.0,Far
357,9.38, Top, ShelfToys,5.1531,1.7285,10.0476,0.0482,0.9972,-0.017,5.0166,1.7415,10.0325,0.0482,0.9972,-0.017,5.122,1.7315,10.0441,5.3973,1.6302,7.4675,0,0,0,0.0,Far
358,9.4, Top, ShelfToys,5.151,1.7294,10.0601,0.0538,0.9976,-0.0126,5.0144,1.744,10.0483,0.0538,0.9976,-0.0126,5.1198,1.7327,10.0574,5.3973,1.6333,6.7063,0,0,0,0.0,Far
358,9.42, Top, ShelfToys,5.151,1.7294,10.0601,0.0538,0.9976,-0.0126,5.0144,1.744,10.0483,0.0538,0.9976,-0.0126,5.1198,1.7327,10.0574,5.3973,1.6333,6.7063,0,0,0,0.0,Far
387,10.2, Top, ShelfToys,5.0957,1.7109,10.0618,0.0807,0.9946,-0.0344,4.9605,1.7325,10.0459,0.0807,0.9946,-0.0344,5.0649,1.7158,10.0582,5.3973,1.4689,6.894,0,0,0,0.0,Far
387,10.22, Top, ShelfToys,5.0957,1.7109,10.0618,0.0807,0.9946,-0.0344,4.9605,1.7325,10.0459,0.0807,0.9946,-0.0344,5.0649,1.7158,10.0582,5.3973,1.4689,6.894,0,0,0,0.0,Far
388,10.24, Top, ShelfToys,5.0998,1.6999,10.0484,0.0877,0.992,-0.0499,4.9656,1.7228,10.0264,0.0877,0.992,-0.0499,5.0692,1.7051,10.0434,5.3973,1.4459,7.7729,0,0,0,0.0,Far
388,10.26, Top, ShelfToys,5.0998,1.6999,10.0484,0.0877,0.992,-0.0499,4.9656,1.7228,10.0264,0.0877,0.992,-0.0499,5.0692,1.7051,10.0434,5.3973,1.4459,7.7729,0,0,0,0.0,Far
389,10.28, Top, ShelfToys,5.1037,1.6869,10.034,0.0945,0.9885,-0.0625,4.9711,1.7109,10.0051,0.0945,0.9885,-0.0625,5.0735,1.6924,10.0274,5.4043,1.4386,8.2957,0,0,0,0.0,Far
444,11.8, Top, ShelfToys,5.0639,1.588,9.9933,0.087,0.9621,-0.0141,4.9465,1.6101,9.9245,0.087,0.9621,-0.0141,5.0372,1.5931,9.9776,5.9963,1.4533,8.2957,0,0,0,0.0,Far
445,11.82, Top, ShelfToys,5.051,1.6167,10.0098,0.0757,0.9654,-0.0025,4.9318,1.6367,9.9433,0.0757,0.9654,-0.0025,5.0238,1.6212,9.9946,5.9585,1.5384,8.2957,0,0,0,0.0,Far
446,11.84, Top, ShelfToys,5.0387,1.6415,10.0256,0.067,0.968,0.0014,4.9181,1.6595,9.961,0.067,0.968,0.0014,5.0112,1.6456,10.0108,5.9216,1.5877,8.2957,0,0,0,0.0,Far
446,11.86, Top, ShelfToys,5.0387,1.6415,10.0256,0.067,0.968,0.0014,4.9181,1.6595,9.961,0.067,0.968,0.0014,5.0112,1.6456,10.0108,5.9216,1.5877,8.2957,0,0,0,0.0,Far
447,11.88, Top, ShelfToys,5.0266,1.6632,10.0411,0.0636,0.9698,-0.0004,4.9051,1.6802,9.9781,0.0636,0.9698,-0.0004,4.9989,1.6671,10.0267,5.8886,1.6072,8.2957,0,0,0,0.0,Far
448,11.9, Top, ShelfToys,5.0157,1.6808,10.0556,0.0591,0.9717,-0.0009,4.8932,1.6966,9.9943,0.0591,0.9717,-0.0009,4.9878,1.6844,10.0416,5.8537,1.6282,8.2957,0,0,0,0.0,Far
448,11.92, Top, ShelfToys,5.0157,1.6808,10.0556,0.0591,0.9717,-0.0009,4.8932,1.6966,9.9943,0.0591,0.9717,-0.0009,4.9878,1.6844,10.0416,5.8537,1.6282,8.2957,0,0,0,0.0,Far
449,11.94, Top, ShelfToys,5.0061,1.6949,10.0692,0.0556,0.9737,-0.0021,4.8825,1.7097,10.0098,0.0556,0.9737,-0.0021,4.9779,1.6983,10.0556,5.8173,1.6424,8.2957,0,0,0,0.0,Far
450,11.96, Top, ShelfToys,4.9975,1.7063,10.0812,0.0539,0.9753,-0.0018,4.8731,1.7207,10.0235,0.0539,0.9753,-0.0018,4.9691,1.7096,10.068,5.7848,1.6576,8.2957,0,0,0,0.0,Far
450,11.98, Top, ShelfToys,4.9975,1.7063,10.0812,0.0539,0.9753,-0.0018,4.8731,1.7207,10.0235,0.0539,0.9753,-0.0018,4.9691,1.7096,10.068,5.7848,1.6576,8.2957,0,0,0,0.0,Far
451,12.0, Top, ShelfToys,4.9895,1.7156,10.0922,0.0501,0.977,0.0004,4.8641,1.7291,10.0364,0.0501,0.977,0.0004,4.9609,1.7186,10.0795,5.7506,1.6795,8.2957,0,0,0,0.0,Far
452,12.02, Top, ShelfToys,4.9829,1.7227,10.1022,0.0445,0.9793,0.0018,4.8564,1.7349,10.0488,0.0445,0.9793,0.0018,4.9541,1.7255,10.09,5.7078,1.6981,8.2957,0,0,0,0.0,Far
453,12.04, Top, ShelfToys,4.9776,1.728,10.111,0.0397,0.9813,0.0018,4.8499,1.7388,10.0601,0.0397,0.9813,0.0018,4.9485,1.7304,10.0994,5.6653,1.7083,8.2957,0,0,0,0.0,Far
453,12.06, Top, ShelfToys,4.9776,1.728,10.111,0.0397,0.9813,0.0018,4.8499,1.7388,10.0601,0.0397,0.9813,0.0018,4.9485,1.7304,10.0994,5.6653,1.7083,8.2957,0,0,0,0.0,Far
454,12.08, Top, ShelfToys,4.9737,1.7318,10.119,0.0361,0.9834,0.0,4.8449,1.7416,10.0707,0.0361,0.9834,0.0,4.9443,1.734,10.108,5.6214,1.7093,8.2957,0,0,0,0.0,Far
455,12.1, Top, ShelfToys,4.9709,1.7336,10.1255,0.0319,0.9855,-0.0047,4.841,1.7421,10.0801,0.0319,0.9855,-0.0047,4.9413,1.7355,10.1152,5.5744,1.6972,8.2957,0,0,0,0.0,Far
456,12.12, Top, ShelfToys,4.9689,1.7341,10.1313,0.0308,0.9872,-0.0112,4.838,1.7421,10.0887,0.0308,0.9872,-0.0112,4.939,1.7359,10.1215,5.5292,1.6749,8.2957,0,0,0,0.0,Far
456,12.14, Top, ShelfToys,4.9689,1.7341,10.1313,0.0308,0.9872,-0.0112,4.838,1.7421,10.0887,0.0308,0.9872,-0.0112,4.939,1.7359,10.1215,5.5292,1.6749,8.2957,0,0,0,0.0,Far
457,12.16, Top, ShelfToys,4.9678,1.734,10.1356,0.0285,0.9888,-0.0182,4.8359,1.7411,10.0959,0.0285,0.9888,-0.0182,4.9377,1.7356,10.1265,5.4848,1.651,8.2957,0,0,0,0.0,Far
458,12.18, Top, ShelfToys,4.9671,1.7326,10.139,0.0267,0.9903,-0.0237,4.8344,1.739,10.1022,0.0267,0.9903,-0.0237,4.9369,1.7341,10.1306,5.4401,1.631,8.2957,0,0,0,0.0,Far
458,12.2, Top, ShelfToys,4.9671,1.7326,10.139,0.0267,0.9903,-0.0237,4.8344,1.739,10.1022,0.0267,0.9903,-0.0237,4.9369,1.7341,10.1306,5.4401,1.631,8.2957,0,0,0,0.0,Far
459,12.22, Top, ShelfToys,4.967,1.7319,10.1407,0.0249,0.9916,-0.0314,4.8335,1.7377,10.107,0.0249,0.9916,-0.0314,4.9366,1.7333,10.133,5.3973,1.6031,8.2892,0,0,0,0.0,Far
460,12.24, Top, ShelfToys,4.9673,1.7311,10.1404,0.0231,0.9928,-0.0361,4.833,1.7363,10.1095,0.0231,0.9928,-0.0361,4.9367,1.7323,10.1334,5.3973,1.5717,8.1025,0,0,0,0.0,Far
461,12.26, Top, ShelfToys,4.9669,1.7304,10.1391,0.0214,0.9943,-0.0357,4.8318,1.7353,10.1118,0.0214,0.9943,-0.0357,4.9361,1.7315,10.1329,5.3973,1.5532,7.8116,0,0,0,0.0,Far
461,12.28, Top, ShelfToys,4.9669,1.7304,10.1391,0.0214,0.9943,-0.0357,4.8318,1.7353,10.1118,0.0214,0.9943,-0.0357,4.9361,1.7315,10.1329,5.3973,1.5532,7.8116,0,0,0,0.0,Far
462,12.3, Top, ShelfToys,4.9664,1.7295,10.1361,0.0175,0.9958,-0.0374,4.8304,1.7335,10.1134,0.0175,0.9958,-0.0374,4.9354,1.7304,10.1309,5.3973,1.5093,7.3205,0,0,0,0.0,Far
463,12.32, Top, ShelfToys,4.9653,1.7302,10.131,0.0182,0.9971,-0.036,4.8286,1.7346,10.1129,0.0182,0.9971,-0.036,4.9341,1.7312,10.1269,5.3973,1.4644,6.5692,0,0,0,0.0,Far
463,12.34, Top, ShelfToys,4.9653,1.7302,10.131,0.0182,0.9971,-0.036,4.8286,1.7346,10.1129,0.0182,0.9971,-0.036,4.9341,1.7312,10.1269,5.3973,1.4644,6.5692,0,0,0,0.0,Far
596,16.02, Top, ShelfToys,5.1936,2.081,7.7414,-0.1418,-0.6927,0.1139,5.1955,2.0861,7.6036,-0.1418,-0.6927,0.1139,5.194,2.0822,7.71,5.3973,2.0048,7.71,0,0,0,0.0,Adjacent
597,16.04, Top, ShelfToys,5.1938,2.0806,7.7433,-0.1439,-0.6932,0.1159,5.1954,2.0859,7.6055,-0.1439,-0.6932,0.1159,5.1941,2.0818,7.7119,5.3973,2.0031,7.7113,0,0,0,0.0,Adjacent
597,16.06, Top, ShelfToys,5.1938,2.0806,7.7433,-0.1439,-0.6932,0.1159,5.1954,2.0859,7.6055,-0.1439,-0.6932,0.1159,5.1941,2.0818,7.7119,5.3973,2.0031,7.7113,0,0,0,0.0,Adjacent
598,16.08, Top, ShelfToys,5.194,2.0804,7.7452,-0.1458,-0.6942,0.1188,5.1951,2.0856,7.6074,-0.1458,-0.6942,0.1188,5.1943,2.0816,7.7138,5.3973,2.0013,7.7124,0,0,0,0.0,Adjacent
599,16.1, Top, ShelfToys,5.1945,2.0802,7.7472,-0.1478,-0.696,0.1211,5.1948,2.0854,7.6094,-0.1478,-0.696,0.1211,5.1946,2.0814,7.7158,5.3973,1.9998,7.7131,0,0,0,0.0,Adjacent
600,16.12, Top, ShelfToys,5.1955,2.0802,7.7496,-0.1503,-0.6986,0.124,5.1946,2.0856,7.6118,-0.1503,-0.6986,0.124,5.1953,2.0814,7.7182,5.3973,1.9983,7.7135,0,0,0,0.0,Adjacent
600,16.14, Top, ShelfToys,5.1955,2.0802,7.7496,-0.1503,-0.6986,0.124,5.1946,2.0856,7.6118,-0.1503,-0.6986,0.124,5.1953,2.0814,7.7182,5.3973,1.9983,7.7135,0,0,0,0.0,Adjacent
601,16.16, Top, ShelfToys,5.1967,2.0799,7.7522,-0.1513,-0.7024,0.1266,5.1941,2.0853,7.6144,-0.1513,-0.7024,0.1266,5.1961,2.0811,7.7208,5.3973,1.9972,7.7137,0,0,0,0.0,Adjacent
602,16.18, Top, ShelfToys,5.1983,2.0794,7.7549,-0.1512,-0.7078,0.1301,5.1934,2.0846,7.6172,-0.1512,-0.7078,0.1301,5.1972,2.0806,7.7235,5.3973,1.996,7.7131,0,0,0,0.0,Adjacent
603,16.2, Top, ShelfToys,5.2007,2.0787,7.7576,-0.1519,-0.7148,0.1335,5.1928,2.084,7.62,-0.1519,-0.7148,0.1335,5.1989,2.0799,7.7262,5.3973,1.9946,7.7115,0,0,0,0.0,Adjacent
603,16.22, Top, ShelfToys,5.2007,2.0787,7.7576,-0.1519,-0.7148,0.1335,5.1928,2.084,7.62,-0.1519,-0.7148,0.1335,5.1989,2.0799,7.7262,5.3973,1.9946,7.7115,0,0,0,0.0,Adjacent
604,16.24, Top, ShelfToys,5.2037,2.0765,7.7597,-0.1543,-0.725,0.1365,5.1915,2.0826,7.6224,-0.1543,-0.725,0.1365,5.2009,2.0779,7.7284,5.3973,1.9915,7.707,0,0,0,0.0,Adjacent
605,16.26, Top, ShelfToys,5.2069,2.0744,7.7607,-0.1588,-0.7381,0.1418,5.189,2.0817,7.6242,-0.1588,-0.7381,0.1418,5.2029,2.076,7.7296,5.3973,1.9869,7.6994,0,0,0,0.0,Adjacent
605,16.28, Top, ShelfToys,5.2069,2.0744,7.7607,-0.1588,-0.7381,0.1418,5.189,2.0817,7.6242,-0.1588,-0.7381,0.1418,5.2029,2.076,7.7296,5.3973,1.9869,7.6994,0,0,0,0.0,Adjacent
606,16.3, Top, ShelfToys,5.2108,2.071,7.7609,-0.1646,-0.758,0.1487,5.1842,2.0803,7.626,-0.1646,-0.758,0.1487,5.2048,2.0732,7.7302,5.3973,1.9797,7.6857,0,0,0,0.0,Adjacent
607,16.32, Top, ShelfToys,5.2146,2.0667,7.7606,-0.173,-0.7755,0.1553,5.18,2.0785,7.6276,-0.173,-0.7755,0.1553,5.2067,2.0694,7.7303,5.3973,1.9706,7.6718,0,0,0,0.0,Adjacent
608,16.34, Top, ShelfToys,5.2179,2.0627,7.7595,-0.1798,-0.7939,0.1619,5.1747,2.0771,7.6293,-0.1798,-0.7939,0.1619,5.2081,2.066,7.7298,5.3973,1.9613,7.6553,0,0,0,0.0,Adjacent
608,16.36, Top, ShelfToys,5.2179,2.0627,7.7595,-0.1798,-0.7939,0.1619,5.1747,2.0771,7.6293,-0.1798,-0.7939,0.1619,5.2081,2.066,7.7298,5.3973,1.9613,7.6553,0,0,0,0.0,Adjacent
609,16.38, Top, ShelfToys,5.2208,2.0584,7.7575,-0.1856,-0.8128,0.1689,5.1687,2.0755,7.631,-0.1856,-0.8128,0.1689,5.2089,2.0623,7.7286,5.3973,1.9506,7.6358,0,0,0,0.0,Adjacent
610,16.4, Top, ShelfToys,5.2216,2.0542,7.7549,-0.1957,-0.828,0.1742,5.1621,2.0751,7.6323,-0.1957,-0.828,0.1742,5.208,2.059,7.727,5.3973,1.9377,7.6144,0,0,0,0.0,Adjacent
610,16.42, Top, ShelfToys,5.2216,2.0542,7.7549,-0.1957,-0.828,0.1742,5.1621,2.0751,7.6323,-0.1957,-0.828,0.1742,5.208,2.059,7.727,5.3973,1.9377,7.6144,0,0,0,0.0,Adjacent
611,16.44, Top, ShelfToys,5.2217,2.0511,7.7511,-0.2003,-0.8434,0.1794,5.1545,2.0747,7.633,-0.2003,-0.8434,0.1794,5.2063,2.0565,7.7242,5.3973,1.9255,7.5894,0,0,0,0.0,Adjacent
612,16.46, Top, ShelfToys,5.221,2.0486,7.7462,-0.2033,-0.8564,0.1821,5.1474,2.0746,7.6324,-0.2033,-0.8564,0.1821,5.2042,2.0546,7.7202,5.3973,1.9146,7.5633,0,0,0,0.0,Adjacent
613,16.48, Top, ShelfToys,5.2192,2.0463,7.7399,-0.2067,-0.867,0.1836,5.1405,2.0748,7.6303,-0.2067,-0.867,0.1836,5.2012,2.0528,7.7149,5.3973,1.9035,7.5355,0,0,0,0.0,Adjacent
613,16.5, Top, ShelfToys,5.2192,2.0463,7.7399,-0.2067,-0.867,0.1836,5.1405,2.0748,7.6303,-0.2067,-0.867,0.1836,5.2012,2.0528,7.7149,5.3973,1.9035,7.5355,0,0,0,0.0,Adjacent
614,16.52, Top, ShelfToys,5.2158,2.0445,7.7321,-0.2096,-0.8759,0.1844,5.1327,2.0752,7.6264,-0.2096,-0.8759,0.1844,5.1968,2.0515,7.708,5.3973,1.8916,7.5042,0,0,0,0.0,Adjacent
615,16.54, Top, ShelfToys,5.2074,2.0412,7.7159,-0.2186,-0.89,0.1904,5.1168,2.0764,7.6181,-0.2186,-0.89,0.1904,5.1867,2.0492,7.6936,5.3973,1.8582,7.43,0,0,0,0.0,Adjacent
615,16.56, Top, ShelfToys,5.2074,2.0412,7.7159,-0.2186,-0.89,0.1904,5.1168,2.0764,7.6181,-0.2186,-0.89,0.1904,5.1867,2.0492,7.6936,5.3973,1.8582,7.43,0,0,0,0.0,Adjacent
616,16.58, Top, ShelfToys,5.1997,2.041,7.7062,-0.2221,-0.8921,0.1953,5.1076,2.0773,7.6101,-0.2221,-0.8921,0.1953,5.1787,2.0493,7.6843,5.3973,1.8402,7.3957,0,0,0,0.0,Adjacent
617,16.6, Top, ShelfToys,5.1931,2.0412,7.6962,-0.2216,-0.8941,0.1987,5.0996,2.0775,7.6015,-0.2216,-0.8941,0.1987,5.1718,2.0495,7.6746,5.3973,1.8268,7.3663,0,0,0,0.0,Adjacent
617,16.62, Top, ShelfToys,5.1931,2.0412,7.6962,-0.2216,-0.8941,0.1987,5.0996,2.0775,7.6015,-0.2216,-0.8941,0.1987,5.1718,2.0495,7.6746,5.3973,1.8268,7.3663,0,0,0,0.0,Adjacent
618,16.64, Top, ShelfToys,5.1865,2.0414,7.6852,-0.217,-0.8942,0.1999,5.0928,2.0764,7.5903,-0.217,-0.8942,0.1999,5.1651,2.0494,7.6636,5.3973,1.8224,7.3511,0,0,0,0.0,Adjacent
619,16.66, Top, ShelfToys,5.1798,2.041,7.6747,-0.2145,-0.8931,0.2009,5.0866,2.0749,7.5789,-0.2145,-0.8931,0.2009,5.1585,2.0487,7.6528,5.3973,1.8178,7.3386,0,0,0,0.0,Adjacent
619,16.68, Top, ShelfToys,5.1798,2.041,7.6747,-0.2145,-0.8931,0.2009,5.0866,2.0749,7.5789,-0.2145,-0.8931,0.2009,5.1585,2.0487,7.6528,5.3973,1.8178,7.3386,0,0,0,0.0,Adjacent
620,16.7, Top, ShelfToys,5.1732,2.0398,7.6643,-0.2127,-0.8899,0.2021,5.0815,2.0726,7.5667,-0.2127,-0.8899,0.2021,5.1523,2.0473,7.642,5.3973,1.8148,7.3336,0,0,0,0.0,Adjacent
620,16.72, Top, ShelfToys,5.1732,2.0398,7.6643,-0.2127,-0.8899,0.2021,5.0815,2.0726,7.5667,-0.2127,-0.8899,0.2021,5.1523,2.0473,7.642,5.3973,1.8148,7.3336,0,0,0,0.0,Adjacent
621,16.74, Top, ShelfToys,5.167,2.0391,7.6537,-0.2099,-0.8857,0.2041,5.077,2.0701,7.5539,-0.2099,-0.8857,0.2041,5.1465,2.0462,7.6309,5.3973,1.8133,7.3325,0,0,0,0.0,Adjacent
